# epoch,test_loss
1.000000000000000000e+00,1.131502456665039062e+02
2.000000000000000000e+00,1.097257241143120723e+02
3.000000000000000000e+00,1.092588195800781250e+02
4.000000000000000000e+00,1.091358803643120723e+02
5.000000000000000000e+00,1.087405336168077241e+02
6.000000000000000000e+00,1.084804314507378535e+02
7.000000000000000000e+00,1.081487401326497348e+02
8.000000000000000000e+00,1.076146876017252652e+02
9.000000000000000000e+00,1.085207790798611143e+02
1.000000000000000000e+01,1.071756964789496465e+02
1.100000000000000000e+01,1.075007697211371465e+02
1.200000000000000000e+01,1.067968410915798643e+02
1.300000000000000000e+01,1.076984549628363652e+02
1.400000000000000000e+01,1.074640028211805571e+02
1.500000000000000000e+01,1.065390896267361143e+02
1.600000000000000000e+01,1.074572219848632812e+02
1.700000000000000000e+01,1.067295379638671875e+02
1.800000000000000000e+01,1.080255016750759580e+02
1.900000000000000000e+01,1.065520680745442661e+02
2.000000000000000000e+01,1.066642413669162295e+02
2.100000000000000000e+01,1.067582719590928804e+02
2.200000000000000000e+01,1.065301106770833286e+02
2.300000000000000000e+01,1.070385453965928804e+02
2.400000000000000000e+01,1.059492170545789946e+02
2.500000000000000000e+01,1.060961625840928804e+02
2.600000000000000000e+01,1.065172593858506929e+02
2.700000000000000000e+01,1.068544277615017393e+02
2.800000000000000000e+01,1.068781187269422759e+02
2.900000000000000000e+01,1.054020334879557339e+02
3.000000000000000000e+01,1.073033226860894160e+02
3.100000000000000000e+01,1.064383214314778598e+02
3.200000000000000000e+01,1.060095816718207402e+02
3.300000000000000000e+01,1.073999447292751768e+02
3.400000000000000000e+01,1.064666637844509580e+02
3.500000000000000000e+01,1.057647238837348027e+02
3.600000000000000000e+01,1.063919355604383696e+02
3.700000000000000000e+01,1.065092188517252652e+02
3.800000000000000000e+01,1.057150607638888857e+02
3.900000000000000000e+01,1.057273483276367188e+02
4.000000000000000000e+01,1.064992828369140625e+02
4.100000000000000000e+01,1.055998518202039946e+02
4.200000000000000000e+01,1.072891201443142393e+02
4.300000000000000000e+01,1.057354676988389741e+02
4.400000000000000000e+01,1.079040832519531250e+02
4.500000000000000000e+01,1.056663148668077241e+02
4.600000000000000000e+01,1.055337863498263857e+02
4.700000000000000000e+01,1.053533757527669223e+02
4.800000000000000000e+01,1.066481475830078125e+02
4.900000000000000000e+01,1.058956493801540830e+02
5.000000000000000000e+01,1.060483025444878535e+02
5.100000000000000000e+01,1.061554650200737910e+02
5.200000000000000000e+01,1.066860326131184848e+02
5.300000000000000000e+01,1.056074837578667598e+02
5.400000000000000000e+01,1.064198744032118071e+02
5.500000000000000000e+01,1.071671464708116304e+02
5.600000000000000000e+01,1.063374125162760464e+02
5.700000000000000000e+01,1.053891728719075473e+02
5.800000000000000000e+01,1.065192964341905366e+02
5.900000000000000000e+01,1.057269532945420991e+02
6.000000000000000000e+01,1.075709118313259580e+02
6.100000000000000000e+01,1.059864501953125000e+02
6.200000000000000000e+01,1.070036078559027715e+02
6.300000000000000000e+01,1.062990934583875884e+02
6.400000000000000000e+01,1.080326936509874116e+02
6.500000000000000000e+01,1.069923417833116304e+02
6.600000000000000000e+01,1.066262927585177920e+02
6.700000000000000000e+01,1.065251888699001768e+02
6.800000000000000000e+01,1.056036198933919223e+02
6.900000000000000000e+01,1.062526652018229214e+02
7.000000000000000000e+01,1.066378156873914946e+02
7.100000000000000000e+01,1.056709484524197080e+02
7.200000000000000000e+01,1.068579016791449590e+02
7.300000000000000000e+01,1.067833862304687500e+02
7.400000000000000000e+01,1.062404268052842866e+02
7.500000000000000000e+01,1.059146016438802036e+02
7.600000000000000000e+01,1.066559846666124116e+02
7.700000000000000000e+01,1.056746453179253535e+02
7.800000000000000000e+01,1.079611070421006929e+02
7.900000000000000000e+01,1.053323423597547759e+02
8.000000000000000000e+01,1.056215913560655366e+02
8.100000000000000000e+01,1.053141216701931455e+02
8.200000000000000000e+01,1.053321151733398438e+02
8.300000000000000000e+01,1.069396124945746465e+02
8.400000000000000000e+01,1.061870405409071196e+02
8.500000000000000000e+01,1.056534737481011348e+02
8.600000000000000000e+01,1.050227525499131929e+02
8.700000000000000000e+01,1.050917426215277715e+02
8.800000000000000000e+01,1.054334445529513857e+02
8.900000000000000000e+01,1.060178883870442661e+02
9.000000000000000000e+01,1.060108820597330777e+02
9.100000000000000000e+01,1.056610785590277715e+02
9.200000000000000000e+01,1.067019009060329893e+02
9.300000000000000000e+01,1.054370447794596402e+02
9.400000000000000000e+01,1.065467597113715215e+02
9.500000000000000000e+01,1.059426184760199590e+02
9.600000000000000000e+01,1.069550620185004277e+02
9.700000000000000000e+01,1.084185782538519902e+02
9.800000000000000000e+01,1.051264597574869839e+02
9.900000000000000000e+01,1.057000249226887973e+02
1.000000000000000000e+02,1.083676232231987910e+02
