Epoch,Test Loss
1,151.69372049967447
2,128.5479702419705
3,119.75146908230252
4,117.82664913601346
5,115.39074791802301
6,114.21229807535808
7,113.84846072726779
8,113.17485894097223
9,113.94057888454861
10,112.66714731852214
