Epoch,Test Loss,Auxiliary Loss
1,129.76805199517145,
2,95.87143113878038,
3,85.00565677218967,
4,78.70152452256944,
5,75.40830485026042,
6,73.8203591240777,
7,72.31073082817926,
8,70.77142800225153,
9,69.94703886244032,
10,69.17908350626628,
